chrom	chrom_key	start	end	window_length	ATHILA_bp	ATHILA_density	REINA_bp	REINA_density	TAT_bp	TAT_density	TEKAY-DEL_bp	TEKAY-DEL_density	Unknown_bp	Unknown_density	GENE_bp	GENE_density
CP002688.1	1	9100000	10100000	1000000	2588	0.002588	0	0.0	4136	0.004136	18377	0.018377	11243	0.011243	3009201	3.009201
CP002688.1	1	9200000	10200000	1000000	2588	0.002588	0	0.0	15257	0.015257	10771	0.010771	12050	0.01205	2918952	2.918952
CP002688.1	1	9300000	10300000	1000000	9401	0.009401	0	0.0	15257	0.015257	10771	0.010771	13826	0.013826	2885982	2.885982
CP002688.1	1	9400000	10400000	1000000	9111	0.009111	4672	0.004672	21292	0.021292	10771	0.010771	13278	0.013278	2925627	2.925627
CP002688.1	1	9500000	10500000	1000000	12322	0.012322	4672	0.004672	21292	0.021292	10771	0.010771	15499	0.015499	2906376	2.906376
CP002688.1	1	9600000	10600000	1000000	24934	0.024934	4672	0.004672	21806	0.021806	10771	0.010771	14987	0.014987	2742040	2.74204
CP002688.1	1	9700000	10700000	1000000	31137	0.031137	4672	0.004672	22566	0.022566	11750	0.01175	17555	0.017555	2644895	2.644895
CP002688.1	1	9800000	10800000	1000000	46862	0.046862	4998	0.004998	22566	0.022566	19693	0.019693	22624	0.022624	2592700	2.5927
CP002688.1	1	9900000	10900000	1000000	46862	0.046862	5352	0.005352	29976	0.029976	13573	0.013573	22640	0.02264	2582654	2.582654
CP002688.1	1	10000000	11000000	1000000	46862	0.046862	5352	0.005352	28004	0.028004	14012	0.014012	26230	0.02623	2573751	2.573751
CP002688.1	1	10100000	11100000	1000000	59554	0.059554	5492	0.005492	65454	0.065454	22329	0.022329	25839	0.025839	2487234	2.487234
CP002688.1	1	10200000	11200000	1000000	86558	0.086558	5492	0.005492	72137	0.072137	31108	0.031108	36671	0.036671	2457271	2.457271
CP002688.1	1	10300000	11300000	1000000	91716	0.091716	5492	0.005492	72598	0.072598	35068	0.035068	40435	0.040435	2420849	2.420849
CP002688.1	1	10400000	11400000	1000000	127678	0.127678	4362	0.004362	81367	0.081367	51011	0.051011	53538	0.053538	2304254	2.304254
CP002688.1	1	10500000	11500000	1000000	160506	0.160506	4362	0.004362	100367	0.100367	56314	0.056314	63112	0.063112	2254573	2.254573
CP002688.1	1	10600000	11600000	1000000	171593	0.171593	7483	0.007483	130617	0.130617	56314	0.056314	64956	0.064956	2287199	2.287199
CP002688.1	1	10700000	11700000	1000000	191385	0.191385	7735	0.007735	139787	0.139787	60911	0.060911	69088	0.069088	2236036	2.236036
CP002688.1	1	10800000	11800000	1000000	211914	0.211914	7409	0.007409	149628	0.149628	53808	0.053808	65286	0.065286	2186197	2.186197
CP002688.1	1	10900000	11900000	1000000	256249	0.256249	13385	0.013385	157163	0.157163	51991	0.051991	70448	0.070448	2103042	2.103042
CP002688.1	1	11000000	12000000	1000000	313514	0.313514	13385	0.013385	157163	0.157163	49207	0.049207	68039	0.068039	2079379	2.079379
CP002688.1	1	11100000	12100000	1000000	355166	0.355166	18104	0.018104	120420	0.12042	48089	0.048089	75146	0.075146	2079666	2.079666
CP002688.1	1	11200000	12200000	1000000	388481	0.388481	18104	0.018104	116685	0.116685	45265	0.045265	70643	0.070643	2067424	2.067424
CP002688.1	1	11300000	12300000	1000000	445201	0.445201	18104	0.018104	149075	0.149075	45182	0.045182	74903	0.074903	1990380	1.99038
CP002688.1	1	11400000	12400000	1000000	460751	0.460751	14562	0.014562	139305	0.139305	30383	0.030383	79543	0.079543	1972173	1.972173
CP002688.1	1	11500000	12500000	1000000	480039	0.480039	14562	0.014562	130365	0.130365	33501	0.033501	77739	0.077739	1933100	1.9331
CP002688.1	1	11600000	12600000	1000000	489507	0.489507	18588	0.018588	117943	0.117943	43338	0.043338	76237	0.076237	1939637	1.939637
CP002688.1	1	11700000	12700000	1000000	493320	0.49332	18789	0.018789	126163	0.126163	45395	0.045395	80247	0.080247	1966673	1.966673
CP002688.1	1	11800000	12800000	1000000	500596	0.500596	18890	0.01889	149575	0.149575	55118	0.055118	91114	0.091114	1933634	1.933634
CP002688.1	1	11900000	12900000	1000000	459509	0.459509	12560	0.01256	146554	0.146554	69019	0.069019	92359	0.092359	1903791	1.903791
CP002688.1	1	12000000	13000000	1000000	436717	0.436717	12560	0.01256	180050	0.18005	77624	0.077624	98372	0.098372	1894491	1.894491
CP002688.1	1	12100000	13100000	1000000	423241	0.423241	17808	0.017808	185693	0.185693	82555	0.082555	98165	0.098165	1891893	1.891893
CP002688.1	1	12200000	13200000	1000000	380865	0.380865	18265	0.018265	206565	0.206565	100344	0.100344	101377	0.101377	1887456	1.887456
CP002688.1	1	12300000	13300000	1000000	326449	0.326449	18265	0.018265	183119	0.183119	96467	0.096467	103383	0.103383	1877383	1.877383
CP002688.1	1	12400000	13400000	1000000	303584	0.303584	27640	0.02764	178188	0.178188	104038	0.104038	94312	0.094312	1890104	1.890104
CP002688.1	1	12500000	13500000	1000000	285197	0.285197	28993	0.028993	178913	0.178913	99640	0.09964	87189	0.087189	1920340	1.92034
CP002688.1	1	12600000	13600000	1000000	286355	0.286355	21846	0.021846	160571	0.160571	98035	0.098035	97791	0.097791	1929587	1.929587
CP002688.1	1	12700000	13700000	1000000	321641	0.321641	30656	0.030656	143432	0.143432	99520	0.09952	96191	0.096191	1900006	1.900006
CP002688.1	1	12800000	13800000	1000000	306644	0.306644	35416	0.035416	125487	0.125487	88642	0.088642	85865	0.085865	1907100	1.9071
CP002688.1	1	12900000	13900000	1000000	318866	0.318866	40738	0.040738	141825	0.141825	90332	0.090332	89563	0.089563	1951199	1.951199
CP002688.1	1	13000000	14000000	1000000	361721	0.361721	40738	0.040738	118123	0.118123	89147	0.089147	89295	0.089295	1938897	1.938897
CP002688.1	1	13100000	14100000	1000000	357832	0.357832	36201	0.036201	121533	0.121533	84306	0.084306	90081	0.090081	1956812	1.956812
CP002688.1	1	13200000	14200000	1000000	380171	0.380171	35744	0.035744	99161	0.099161	64741	0.064741	83666	0.083666	1952717	1.952717
CP002688.1	1	13300000	14300000	1000000	437151	0.437151	35744	0.035744	107012	0.107012	64741	0.064741	78094	0.078094	1996172	1.996172
CP002688.1	1	13400000	14400000	1000000	485437	0.485437	26369	0.026369	107538	0.107538	56202	0.056202	79358	0.079358	1969799	1.969799
CP002688.1	1	13500000	14500000	1000000	553885	0.553885	25016	0.025016	99302	0.099302	60518	0.060518	93555	0.093555	1933257	1.933257
CP002688.1	1	13600000	14600000	1000000	558322	0.558322	25917	0.025917	99951	0.099951	62222	0.062222	86666	0.086666	1895395	1.895395
CP002688.1	1	13700000	14700000	1000000	500140	0.50014	16654	0.016654	102606	0.102606	53427	0.053427	84396	0.084396	1882685	1.882685
CP002688.1	1	13800000	14800000	1000000	490489	0.490489	13002	0.013002	87298	0.087298	55900	0.0559	85962	0.085962	1922792	1.922792
CP002688.1	1	13900000	14900000	1000000	540073	0.540073	10865	0.010865	76761	0.076761	40309	0.040309	77168	0.077168	1905463	1.905463
CP002688.1	1	14000000	15000000	1000000	483589	0.483589	13998	0.013998	67994	0.067994	32889	0.032889	70391	0.070391	1941679	1.941679
CP002688.1	1	14100000	15100000	1000000	480892	0.480892	8885	0.008885	65754	0.065754	28499	0.028499	70800	0.0708	1933991	1.933991
CP002688.1	1	14200000	15200000	1000000	487925	0.487925	8885	0.008885	72038	0.072038	24146	0.024146	71413	0.071413	1940240	1.94024
CP002688.1	1	14300000	15300000	1000000	427992	0.427992	8885	0.008885	78932	0.078932	24146	0.024146	69049	0.069049	1970961	1.970961
CP002688.1	1	14400000	15400000	1000000	364135	0.364135	8885	0.008885	100824	0.100824	25114	0.025114	61161	0.061161	2010286	2.010286
CP002688.1	1	14500000	15500000	1000000	339100	0.3391	8885	0.008885	108432	0.108432	27663	0.027663	46945	0.046945	2036398	2.036398
CP002688.1	1	14600000	15600000	1000000	348396	0.348396	18102	0.018102	139783	0.139783	25185	0.025185	46099	0.046099	2069249	2.069249
CP002688.1	1	14700000	15700000	1000000	352944	0.352944	18102	0.018102	147631	0.147631	26403	0.026403	48452	0.048452	2109909	2.109909
CP002688.1	1	14800000	15800000	1000000	369527	0.369527	16893	0.016893	147631	0.147631	26046	0.026046	60856	0.060856	2127081	2.127081
CP002688.1	1	14900000	15900000	1000000	338577	0.338577	18184	0.018184	130008	0.130008	34801	0.034801	67651	0.067651	2177254	2.177254
CP002688.1	1	15000000	16000000	1000000	319365	0.319365	15051	0.015051	129479	0.129479	34801	0.034801	65652	0.065652	2204838	2.204838
CP002688.1	1	15100000	16100000	1000000	297357	0.297357	14594	0.014594	122382	0.122382	39016	0.039016	61000	0.061	2271733	2.271733
CP002688.1	1	15200000	16200000	1000000	259551	0.259551	14594	0.014594	101978	0.101978	40494	0.040494	58374	0.058374	2360961	2.360961
CP002688.1	1	15300000	16300000	1000000	249199	0.249199	14594	0.014594	79767	0.079767	40494	0.040494	54645	0.054645	2401161	2.401161
CP002688.1	1	15400000	16400000	1000000	236123	0.236123	17256	0.017256	60962	0.060962	56480	0.05648	54645	0.054645	2473001	2.473001
CP002688.1	1	15500000	16500000	1000000	155770	0.15577	17256	0.017256	51297	0.051297	45592	0.045592	55262	0.055262	2569659	2.569659
CP002688.1	1	15600000	16600000	1000000	122257	0.122257	7138	0.007138	20838	0.020838	38134	0.038134	47956	0.047956	2588925	2.588925
CP002688.1	1	15700000	16700000	1000000	110797	0.110797	9238	0.009238	22986	0.022986	36593	0.036593	39036	0.039036	2657279	2.657279
CP002688.1	1	15800000	16800000	1000000	75332	0.075332	9570	0.00957	23896	0.023896	34477	0.034477	22953	0.022953	2711728	2.711728
CP002688.1	1	15900000	16900000	1000000	41228	0.041228	5094	0.005094	23794	0.023794	25722	0.025722	14329	0.014329	2782254	2.782254
CP002688.1	1	16000000	17000000	1000000	39596	0.039596	5094	0.005094	23783	0.023783	25722	0.025722	14329	0.014329	2841464	2.841464
CP002688.1	1	16100000	17100000	1000000	27322	0.027322	5094	0.005094	23259	0.023259	18608	0.018608	9215	0.009215	2866457	2.866457
CP002688.1	1	16200000	17200000	1000000	17813	0.017813	5094	0.005094	22747	0.022747	18063	0.018063	7295	0.007295	2915166	2.915166
CP002688.1	1	16300000	17300000	1000000	14788	0.014788	5094	0.005094	25253	0.025253	18847	0.018847	8267	0.008267	2919477	2.919477
CP002688.1	1	16400000	17400000	1000000	14788	0.014788	2432	0.002432	24159	0.024159	1717	0.001717	6239	0.006239	2969200	2.9692
CP002688.1	1	16500000	17500000	1000000	15892	0.015892	3510	0.00351	24117	0.024117	1717	0.001717	4220	0.00422	2933944	2.933944
CP002688.1	1	16600000	17600000	1000000	1104	0.001104	3510	0.00351	22576	0.022576	1717	0.001717	4973	0.004973	3011689	3.011689
CP002688.1	1	16700000	17700000	1000000	1104	0.001104	1410	0.00141	8914	0.008914	1717	0.001717	4700	0.0047	3045393	3.045393
CP002688.1	1	16800000	17800000	1000000	1104	0.001104	1078	0.001078	8004	0.008004	2878	0.002878	4700	0.0047	3068234	3.068234
CP002688.1	1	16900000	17900000	1000000	1104	0.001104	1782	0.001782	8004	0.008004	2878	0.002878	5177	0.005177	3103574	3.103574
CP002688.1	1	17000000	18000000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	2878	0.002878	5297	0.005297	3160905	3.160905
CP002688.1	1	17100000	18100000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	2878	0.002878	4300	0.0043	3224828	3.224828
CP002688.1	1	17200000	18200000	1000000	1104	0.001104	1782	0.001782	7517	0.007517	1945	0.001945	4300	0.0043	3245395	3.245395
CP002688.1	1	17300000	18300000	1000000	1104	0.001104	1782	0.001782	3072	0.003072	1161	0.001161	5052	0.005052	3318293	3.318293
CP002688.1	1	17400000	18400000	1000000	1104	0.001104	1782	0.001782	450	0.00045	1161	0.001161	5035	0.005035	3343582	3.343582
CP002688.1	1	17500000	18500000	1000000	0	0.0	704	0.000704	0	0.0	1161	0.001161	3588	0.003588	3406520	3.40652
CP002688.1	1	17600000	18600000	1000000	0	0.0	704	0.000704	0	0.0	1161	0.001161	2835	0.002835	3416276	3.416276
CP002688.1	1	17700000	18700000	1000000	0	0.0	704	0.000704	330	0.00033	1161	0.001161	2835	0.002835	3361394	3.361394
CP002688.1	1	17800000	18800000	1000000	0	0.0	704	0.000704	330	0.00033	0	0.0	2835	0.002835	3303985	3.303985
CP002688.1	1	17900000	18900000	1000000	0	0.0	0	0.0	867	0.000867	1074	0.001074	2358	0.002358	3226456	3.226456
CP002688.1	1	18000000	19000000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	2664	0.002664	3111961	3.111961
CP002688.1	1	18100000	19100000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	2664	0.002664	3026340	3.02634
CP002688.1	1	18200000	19200000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	3416	0.003416	2943735	2.943735
CP002688.1	1	18300000	19300000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1551	0.001551	2875871	2.875871
CP002688.1	1	18400000	19400000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1178	0.001178	2823926	2.823926
CP002688.1	1	18500000	19500000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1178	0.001178	2718377	2.718377
CP002688.1	1	18600000	19600000	1000000	0	0.0	0	0.0	4497	0.004497	1074	0.001074	1378	0.001378	2680872	2.680872
CP002688.1	1	18700000	19700000	1000000	0	0.0	0	0.0	4167	0.004167	1074	0.001074	1638	0.001638	2704512	2.704512
CP002688.1	1	18800000	19800000	1000000	0	0.0	230	0.00023	4167	0.004167	1074	0.001074	4044	0.004044	2640804	2.640804
CP002688.1	1	18900000	19900000	1000000	0	0.0	230	0.00023	3630	0.00363	0	0.0	4044	0.004044	2579835	2.579835
CP002688.1	1	19000000	20000000	1000000	0	0.0	230	0.00023	0	0.0	0	0.0	3618	0.003618	2552001	2.552001
CP002688.1	1	19100000	20100000	1000000	0	0.0	230	0.00023	0	0.0	0	0.0	3705	0.003705	2475707	2.475707
CP002688.1	1	19200000	20200000	1000000	0	0.0	230	0.00023	0	0.0	0	0.0	3172	0.003172	2410446	2.410446
CP002688.1	1	19300000	20300000	1000000	0	0.0	230	0.00023	0	0.0	0	0.0	3172	0.003172	2354929	2.354929
CP002688.1	1	19400000	20400000	1000000	618	0.000618	5452	0.005452	0	0.0	0	0.0	3979	0.003979	2277831	2.277831
CP002688.1	1	19500000	20500000	1000000	618	0.000618	5452	0.005452	2331	0.002331	0	0.0	3979	0.003979	2234976	2.234976
CP002688.1	1	19600000	20600000	1000000	618	0.000618	5452	0.005452	2331	0.002331	0	0.0	3779	0.003779	2141483	2.141483
CP002688.1	1	19700000	20700000	1000000	618	0.000618	5452	0.005452	2331	0.002331	0	0.0	3519	0.003519	2037038	2.037038
CP002688.1	1	19800000	20800000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1113	0.001113	2051246	2.051246
CP002688.1	1	19900000	20900000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1362	0.001362	2087212	2.087212
CP002688.1	1	20000000	21000000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1362	0.001362	2094233	2.094233
CP002688.1	1	20100000	21100000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1405	0.001405	2100449	2.100449
CP002688.1	1	20200000	21200000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1300	0.0013	2080473	2.080473
CP002688.1	1	20300000	21300000	1000000	618	0.000618	5222	0.005222	2331	0.002331	0	0.0	1300	0.0013	2048527	2.048527
CP002688.1	1	20400000	21400000	1000000	0	0.0	0	0.0	2331	0.002331	0	0.0	609	0.000609	2023915	2.023915
CP002688.1	1	20500000	21500000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	609	0.000609	2027928	2.027928
CP002688.1	1	20600000	21600000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	609	0.000609	2031448	2.031448
CP002688.1	1	20700000	21700000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	609	0.000609	2033063	2.033063
CP002688.1	1	20800000	21800000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	609	0.000609	2026513	2.026513
CP002688.1	1	20900000	21900000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	672	0.000672	1987236	1.987236
CP002688.1	1	21000000	22000000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	672	0.000672	1954767	1.954767
CP002688.1	1	21100000	22100000	1000000	0	0.0	0	0.0	620	0.00062	0	0.0	542	0.000542	1942323	1.942323
CP002688.1	1	21200000	22200000	1000000	0	0.0	0	0.0	620	0.00062	295	0.000295	428	0.000428	1918300	1.9183
CP002688.1	1	21300000	22300000	1000000	0	0.0	0	0.0	1113	0.001113	295	0.000295	828	0.000828	1921242	1.921242
CP002688.1	1	21400000	22400000	1000000	0	0.0	0	0.0	1113	0.001113	295	0.000295	712	0.000712	1933427	1.933427
CP002688.1	1	21500000	22500000	1000000	0	0.0	0	0.0	1113	0.001113	295	0.000295	712	0.000712	1957989	1.957989
CP002688.1	1	21600000	22600000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	712	0.000712	1965136	1.965136
CP002688.1	1	21700000	22700000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	939	0.000939	1992099	1.992099
CP002688.1	1	21800000	22800000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	939	0.000939	1988281	1.988281
CP002688.1	1	21900000	22900000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	627	0.000627	1974738	1.974738
CP002688.1	1	22000000	23000000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	627	0.000627	1966699	1.966699
CP002688.1	1	22100000	23100000	1000000	0	0.0	0	0.0	9522	0.009522	295	0.000295	627	0.000627	1966612	1.966612
CP002688.1	1	22200000	23200000	1000000	0	0.0	0	0.0	16533	0.016533	0	0.0	627	0.000627	1963094	1.963094
CP002688.1	1	22300000	23300000	1000000	0	0.0	0	0.0	16040	0.01604	0	0.0	227	0.000227	1956570	1.95657
CP002688.1	1	22400000	23400000	1000000	0	0.0	0	0.0	16040	0.01604	0	0.0	227	0.000227	1952039	1.952039
CP002688.1	1	22500000	23500000	1000000	0	0.0	0	0.0	16040	0.01604	0	0.0	227	0.000227	1937092	1.937092
CP002688.1	1	22600000	23600000	1000000	0	0.0	0	0.0	7011	0.007011	0	0.0	227	0.000227	1898018	1.898018
CP002688.1	1	22700000	23700000	1000000	0	0.0	0	0.0	7011	0.007011	0	0.0	0	0.0	1836924	1.836924
CP002688.1	1	22800000	23800000	1000000	0	0.0	0	0.0	7011	0.007011	0	0.0	0	0.0	1778892	1.778892
CP002688.1	1	22900000	23900000	1000000	0	0.0	310	0.00031	7011	0.007011	0	0.0	0	0.0	1731968	1.731968
CP002688.1	1	23000000	24000000	1000000	0	0.0	310	0.00031	7011	0.007011	0	0.0	2405	0.002405	1672404	1.672404
CP002688.1	1	23100000	24100000	1000000	0	0.0	310	0.00031	7011	0.007011	0	0.0	2405	0.002405	1619205	1.619205
CP002688.1	1	23200000	24200000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2405	0.002405	1610757	1.610757
CP002688.1	1	23300000	24300000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2405	0.002405	1573600	1.5736
CP002688.1	1	23400000	24400000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2405	0.002405	1504752	1.504752
CP002688.1	1	23500000	24500000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2509	0.002509	1414277	1.414277
CP002688.1	1	23600000	24600000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2509	0.002509	1383988	1.383988
CP002688.1	1	23700000	24700000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2509	0.002509	1355600	1.3556
CP002688.1	1	23800000	24800000	1000000	0	0.0	310	0.00031	0	0.0	0	0.0	2509	0.002509	1336314	1.336314
CP002688.1	1	23900000	24900000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	2509	0.002509	1350167	1.350167
CP002688.1	1	24000000	25000000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	104	0.000104	1355143	1.355143
CP002688.1	1	24100000	25100000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	104	0.000104	1340572	1.340572
CP002688.1	1	24200000	25200000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	104	0.000104	1318804	1.318804
CP002688.1	1	24300000	25300000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	104	0.000104	1311890	1.31189
CP002688.1	1	24400000	25400000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	104	0.000104	1326594	1.326594
CP002688.1	1	24500000	25500000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1362624	1.362624
CP002688.1	1	24600000	25600000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1368715	1.368715
CP002688.1	1	24700000	25700000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1370151	1.370151
CP002688.1	1	24800000	25800000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1382203	1.382203
CP002688.1	1	24900000	25900000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1356602	1.356602
CP002688.1	1	25000000	26000000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1373306	1.373306
CP002688.1	1	25100000	26100000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	0	0.0	1382355	1.382355
CP002688.1	1	25200000	26200000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	222	0.000222	1376443	1.376443
CP002688.1	1	25300000	26300000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	222	0.000222	1355078	1.355078
CP002688.1	1	25400000	26400000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	222	0.000222	1345552	1.345552
CP002688.1	1	25500000	26500000	1000000	0	0.0	349	0.000349	0	0.0	0	0.0	222	0.000222	1346452	1.346452
CP002688.1	1	25600000	26600000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	222	0.000222	1345425	1.345425
CP002688.1	1	25700000	26700000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	222	0.000222	1356530	1.35653
CP002688.1	1	25800000	26800000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	222	0.000222	1345521	1.345521
CP002688.1	1	25900000	26900000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	222	0.000222	1376731	1.376731
CP002688.1	1	26000000	26975502	975502	0	0.0	0	0.0	0	0.0	0	0.0	222	0.00022757513567373517	1335787	1.3693329178207734
CP002688.1	1	26100000	26975502	875502	0	0.0	0	0.0	0	0.0	0	0.0	222	0.0002535688096657689	1199880	1.3705051501881207
CP002688.1	1	26200000	26975502	775502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1071947	1.3822620702461115
CP002688.1	1	26300000	26975502	675502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	949400	1.4054732628474824
CP002688.1	1	26400000	26975502	575502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	818591	1.4223947093146505
CP002688.1	1	26500000	26975502	475502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	665383	1.3993274476237745
CP002688.1	1	26600000	26975502	375502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	521421	1.3885971313068906
CP002688.1	1	26700000	26975502	275502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	391095	1.4195722717076464
CP002688.1	1	26800000	26975502	175502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	266359	1.5176978040136295
CP002688.1	1	26900000	26975502	75502	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	112000	1.483404413128129
